HOT_ID,Domain,Phylum,Class,Order,Family,Genus,Species,Status,Warning,Type_strain,16S_rRNA,Clone_count,Clone_%,Clone_rank,Synonyms,NCBI_taxon_id,NCBI_pubmed_count,NCBI_nucleotide_count,NCBI_protein_count,Genome_ID,General_info,Cultivability,Phenotypic_characteristics,Prevalence,Disease,References
131,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Mitsuokella,sp. oral taxon 131,Unnamed,,,AF287795|AY278627,167,0.48,42,Oral Clone C5AKM062|Oral Clone CS002,,0,86,4615,SEQF2446,N/A,,,,,
132,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonellaceae [G-1],sp. oral taxon 132,Phylotype,,,AF287791,32,0.09,158,Oral Clone CS015,,0,0,0,,N/A,,,,,
133,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,sp. oral taxon 133,Unnamed,,,AF287796,10,0.03,280,Oral Clone CS024,,0,10,0,SEQF1890,N/A,,,,,
134,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,sp. oral taxon 134,Phylotype,,,AF287794,11,0.03,267,Oral Clone DD020,,0,11,0,,N/A,,,,,
135,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonellaceae [G-1],sp. oral taxon 135,Phylotype,,,AF287790,9,0.03,294,Oral Clone DM071,,0,0,0,,N/A,,,,,
136,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,sp. oral taxon 136,Unnamed,,,AF385514,3,0.01,387,Oral Clone DO042,,0,3,0,SEQF2791,N/A,,,,,
137,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,sp. oral taxon 137,Unnamed,,,AF366273,19,0.05,205,Oral Clone DS051,,0,52,4150,SEQF1858,N/A,,,,,
138,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,sp. oral taxon 138,Unnamed,,,AF366274,20,0.06,198,Oral Clone DS071,,0,207,4694,SEQF1951,N/A,,,,,
139,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,dianae,Named,,,AF385492|AF385501|AF287801,105,0.3,71,Oral Clone DY027|Oral Clone EW076|Oral Clone Z048,135079,3,108,0,SEQF2309,N/A,,,,,
140,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,sp. oral taxon 140,Dropped,,,To be submitted,71,0.2,96,Oral Clone EL028,,0,71,0,,N/A,,,,,
143,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,sp. oral taxon 143,Dropped,,,AF385497,1,0,459,Oral Clone EW051a,,0,1,0,,N/A,,,,,
145,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonellaceae [G-1],sp. oral taxon 145,Phylotype,,,AF385502,28,0.08,171,Oral Clone EW079,,0,0,0,,N/A,"This organism is know from the sequence of clones from human oral 16S rRNA libraries.&nbsp; An isolate has not yet been identified for this taxon. Therefore, it is as yet uncultivated.&nbsp; ",,,,
146,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,sp. oral taxon 146,Lost,,,AF385503,7,0.02,320,Oral Clone EW084,,0,7,0,,N/A,,,,,
148,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonellaceae [G-1],sp. oral taxon 148,Phylotype,,None--not yet cultivated,AF385578,10,0.03,280,Oral Clones EZ011,,0,0,0,,N/A,,,,,
149,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,sp. oral taxon 149,Unnamed,,,AY349403,49,0.14,128,Oral Clone FT050,,0,139,4692,SEQF1914,N/A,,,,,
150,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonellaceae [G-1],sp. oral taxon 150,Phylotype,,,AY207052,30,0.09,164,Oral Clone K024|Oral Clone P2PA_80,,0,0,0,,N/A,,,,,
151,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,sputigena,Named,,,AF287793,305,0.87,21,Spirillum sputigenum|Vibrio sputigenus,69823,43,404,10310,SEQF1598,N/A,,,,,
155,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonellaceae [G-1],sp. oral taxon 155,Lost,,,AF287789|AY278628,115,0.33,59,Oral Strain GAA14 [2]|Selenomonas genomosp. C2 [1],,0,0,0,SEQF1686,N/A,,,,,J Clin Microbiol. 2004 Jul;42(7):3023-9[PID:15243054]|J Bacteriol. 2001 Jun;183(12):3770-83[PID:11371542]
158,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,rogosae,Named,,DSM 18960|CCUG 54233|CF100,EF108443|GQ422725,39,0.11,146, Oral Strain F0412 |Oral Clone BI029 |  Veillonella sp. oral taxon 158,423477,5,12,4,SEQF1698,"Veillonella sp. oral taxon 158 strain F0412 was identified as Veillonella rogosae through 99.9% similarity of the rpoB gene&nbsp;to that of the type strain CF100.&nbsp; 16S rRNA genes also agree, but Beighton&#39;s six 16S rRNA V. rogosae reference sequences are unfortunately short and un-informative.&nbsp; The genome for strain F0412 available as AENU00000000.&nbsp; The genome link above may be unavailable until the genome sequence is renamed from Veillonella sp. oral taxon 158 to Veillonella rogosae at NCBI.&nbsp; (11/01/2012)",,,,,
160,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,dispar,Named,,,X84006,848,2.43,5,Veillonella alcalescens,39778,47,1520,6507,SEQF1159|SEQF2633,N/A,,,,,
161,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,parvula,Named,,ATCC 10790,AF366266|AF287782|AF287781|X84005,2305,6.61,1,Micrococcus gazogenes|Micrococcus lactilyticus|Veillonella gazogenes|Staphylococcus parvulus|Veillonella alcalescens,29466,235,2501,15254,SEQF1058|SEQF2364|SEQF2244|SEQF1496|SEQF2564,Type species of the genus.&nbsp;&nbsp;Phylogentically indistinguishable to V. dispar.&nbsp; ,"Nonhemolytic o&shy;n Blood agar.&nbsp; Distinctive colony (1-3 mm) morphology, e.g., lens-, diamond- or heart-shaped, when grown o&shy;n lactate agar media.&nbsp;&nbsp;&nbsp;Smooth, entire and grayish white in appearance. [7]","Anaerobic, Gram negative coccus (~0.4 um in diameter), usually in pairs.&nbsp;&nbsp;&nbsp; Lactate, pyruvate, malate, fumarate and oxaloacetate can be fermented, however&nbsp;carbohydrates are not.&nbsp;&nbsp; CO2 is required for growth.&nbsp; Lactate is fermented to acetate, propionate, CO2, and H2. G+C content is38 to 41 mol%.[7]Phylogenetically similar to V. dispar, however V. parvula is catalase negative whereas V. dispar is catalase positive.&nbsp; They can also be differentiated serologically and by DNA/DNA homology (28%).Resistant to streptomycin and vancomycin, which can be used in media for selective enrichment of species of Veillonella.","Commonly detected in&nbsp;the human oral cavity and intestinal tract.&nbsp; Prevalent o&shy;n all oral surfaces [4] and in supragingival and subgingival plaque [4,5,6]","Veillonella parvula tend to be more prevalent in sites without disease, however it has been associated with discitis [3], tonsillitis, spinal osteomyelitis, sepsis, endodontic lesions [1], and coronary heart disease [2]","J Clin Microbiol. 2005 Nov;43(11):5721-32[PID:16272510]|J Clin Microbiol. 2002 Mar;40(3):1001-9[PID:11880430]|J Clin Periodontol. 1998 Feb;25(2):134-44[PID:9495612]|Bergey&#039;s Manual of Systematic Bacteriology 1984; Vol. 1, pp. 681-683.|Oral Microbiol Immunol. 2007 Dec;22(6):390-7[PID:17949342]|Circulation. 2005 Jul 5;112(1):19-24[PID:15983248]|J Clin Microbiol. 2007 Feb;45(2):672-4[PID:17108070]"
163,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],Lachnospiraceae [G-7],sp. oral taxon 163,Phylotype,,,AF287769,2,0.01,409,Oral Clone AH153,,0,0,0,,N/A,,,,,
164,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],Catonella,sp. oral taxon 164,Phylotype,,,AF385556,10,0.03,280,Oral Clone BR063,,0,10,0,,N/A,,,,,
165,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],Catonella,morbi,Named,,,AF385577|DQ003629|X87151,92,0.26,79,Oral Clone EZ006|Oral Clone MB5_P12,43997,5,140,6556,SEQF1596,N/A,,,,,
166,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],Johnsonella,sp. oral taxon 166,Phylotype,,,AF287774,11,0.03,267,Oral Clone CK051,,0,11,0,,N/A,,,,,
167,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus,sp. oral taxon 167,Lost,,,AF481224,17,0.05,218,Oral Clone MCE10_265|Oral StrainsGEA8,,0,18,0,,N/A,,,,,
168,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus,sp. oral taxon 168,Phylotype,,,AF287780,2,0.01,409,Oral Clone I070,,0,2,0,,N/A,,,,,
169,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,sp. oral taxon 169,Unnamed,,,AF287747,61,0.17,106,Oral Clone AG004,,0,61,0,SEQF2359,N/A,,,,,
170,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,sp. oral taxon 170,Unnamed,,,AF287749,36,0.1,149,Oral Clone AP064,,0,290,6014,SEQF1849,N/A,,,,,
171,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,sp. oral taxon 171,Unnamed,,,AF385553|AY349367,73,0.21,95,Oral Clone BL008|Oral Clone JA063|Oral Strain W5536,,0,1216,6226,SEQF1693,N/A,,,,,
172,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,sp. oral taxon 172,Unnamed,,,AF385504|AF385505,13,0.04,244,Oral Clone CT047|Oral Clone CT068,,0,738,4660,SEQF2430,N/A,,,,,
175,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,sp. oral taxon 175,Unnamed,,,AY008314,52,0.15,124,Oral Clone EP005,,0,69,5028,SEQF1848,N/A,,,,,
176,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,naeslundii,Named,,JCM 8349|ATCC 12104|NCTC 10301,AB618790,79,0.23,88,Oral Clone EP011,1655,543,979,6152,SEQF2386|SEQF1063|SEQF1891,"The Oral phylotypes 169, 170, 171, 175, 176, and 688 cluster together and&nbsp;all&nbsp;are probably members of&nbsp;the&nbsp;species Actinomyces naeslundii&nbsp;(a fuzzy group).&nbsp;&nbsp;At this time, the Dewhirst laboratory has not examined whether strains classified as A. naeslundii genospecies 1&nbsp;or 2 fall&nbsp;consistently into particular phylotypes in this cluster.&nbsp; The taxonomy of this group is is discussed in the references [1-3].&nbsp; Over the next year, we will be sequencing a number of actinomyces strains from the Moores&#39; collection, and should be able to clarify these issues.There is a vast literature o&shy;n Actinomyces naeslundii&nbsp;which we will not attempt to review here.",Easily cultivatedMoores&#39; Collection included 34 isolates,"Gram positive, non-motile bacillusFacultative anaerobe",Common member of dental plaque,Appears to contribute to periodontal disease.&nbsp; Can be invasive and cause actinomycotic infections throughout the body.&nbsp; ,J Dent Res. 1993 Oct;72(10):1374-85[PID:8408879]|Int J Syst Bacteriol. 1990 Jul;40(3):273-86[PID:2397195]|Int J Syst Bacteriol. 1997 Jan;47(1):46-53[PID:8995800]
177,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,sp. oral taxon 177,Dropped,,,AY008316,10,0.03,280,Oral Clone EP053,,0,10,0,,N/A,,,,,
178,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,sp. oral taxon 178,Unnamed,,,AF287750,12,0.03,255,Oral Strain TFI B27SC,,0,442,4691,SEQF1666,N/A,,,,,
179,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,timonensis,Named,,,AF287748,0,0,0,OralsStrain TFI B19SC,,2,52,2116,SEQF2594,N/A,,,,,
180,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,sp. oral taxon 180,Unnamed,,,AF287751|AF385522,22,0.06,188,Oral Strain TFI C29KA|Oral Strain TFI Hal-1083,,0,82,4105,SEQF1647,N/A,,,,,
181,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,lingnae [NVP],Named,,CCUG 32865,AF385522,11,0.03,267,Oral Strain TFI Hal-1065,,0,75,3307,SEQF1948,Name not validly published.,,,,,
183,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinobaculum,sp. oral taxon 183,Unnamed,,,AY008311|AY207066,21,0.06,192,Oral Clone EL030|Oral Strain P2P_19,,0,286,4640,SEQF2310|SEQF2755,N/A,,,,,
184,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,tuscaniense,Named,,ATCC BBA-1141,AF287754,0,0,0,Oral Strain TFI A43SC,,0,0,0,SEQF2784,N/A,,,,,
185,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,ginsengisoli,Named,,DSM 18659,AF385527,2,0.01,409,Oral Clone AV005b,,0,2,0,SEQF2785,N/A,,,,,
186,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,flavescens,Named,,ATCC 13348,AF287752,1,0,459,Oral Strain TFI C24KA,,0,30,5239,SEQF1971,N/A,,,,,
188,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,aeria,Named,,,Y13025,21,0.06,192,Oral Clone AP005|Oral Strain TFI-B37KA|Oral Strain TFI-F0184,,14,284,9219,SEQF1901|SEQF1688,N/A,,,,,
189,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Kocuria,sp. oral taxon 189,Phylotype,,,AF385532,2,0.01,409,Oral Clone AW006,,0,2,0,,N/A,,,,,
190,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Arsenicicoccus,bolidensis,Named,,CCUG 47306,AF287753,0,0,0,Oral Strain TFI-B46KS,,0,0,0,SEQF2648|SEQF2746,N/A,,,,,
191,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,acidifaciens,Named,,,AF287756,159,0.46,44,Oral Strain TFI-FMA5,,4,1014,7138,SEQF1851|SEQF2583,N/A,,,,,
192,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,sp. oral taxon 192,Unnamed,,,To be submitted,0,0,0,Oral Strain TFI-C03KA,,0,22,5040,SEQF1972,N/A,,,,,
193,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,sp. oral taxon 193,Unnamed,,,To be submitted,1,0,459,Oral Strain TFI-MetC3,,0,2,0,,N/A,,,,,
194,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,sp. oral taxon 194,Phylotype,,,AF287757,1,0,459,Oral Clone BN085,,0,1,0,,N/A,,,,,
195,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Scardovia,wiggsiae,Named,,,AF287758|AY278626,23,0.07,183,Scardovia ge|Oral Clone CX010|Oral Strain KCL-W5934|Oral Strain TFI-A32ED,,4,31,2717,SEQF1853,N/A,,,,,
198,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia,omnicolens,Named,,CCUG 31649,NR_042583,0,0,0,Oral Strain TFI-Hal-H6-M4,419015,6,191,4347,SEQF2451|SEQF2547,N/A,,,,,
199,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,sp. oral taxon 199,Unnamed,,,AF287760,1,0,459,Oral Clone C019,,0,12,2934,SEQF1949,N/A,,,,,
200,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,nucleatum subsp. vincentii,Named,,,AF287806|AF287810|AF287805|NZ_AABF02000026,469,1.34,11,Oral Clone AJ050|Oral Clone CZ006|Oral Clone R002,,5,1629,12658,SEQF1076,Note: This cluster of sequences includes the sequence for the type strain of Fusobacterium naviforme.&nbsp;The taxonomy and phylogeny of the Fusobacterium nucleatum subspecies and related&nbsp;Fusobacterium periodontium and Fusobacterium naviforme is not well defined. The 16S rRNA sequence information is probably not reliable for putting strains into valid Fusobacterium nucleatum subspecies.,,,,,
201,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,periodonticum,Named,,,AF432130|X55405,53,0.15,123,Oral Clone BS011,860,28,1380,18876,SEQF2406|SEQF1160|SEQF2529|SEQF2555,Note: The taxonomy and phylogeny of the Fusobacterium nucleatum subspecies and related&nbsp;Fusobacterium periodontium and Fusobacterium naviforme is not well defined. The 16S rRNA sequence information is probably not reliable for putting strains into valid Fusobacterium nucleatum subspecies.,,,,,
202,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,nucleatum subsp. polymorphum,Named,,,AF366265|AF287812,156,0.45,46,Oral Clone BS019,,7,114,4848,SEQF1680|SEQF1075,Note: The taxonomy and phylogeny of the Fusobacterium nucleatum subspecies and related&nbsp;Fusobacterium periodontium and Fusobacterium naviforme is not well defined. The 16S rRNA sequence information is probably not reliable for putting strains into valid Fusobacterium nucleatum subspecies.,,,,,
203,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,sp. oral taxon 203,Unnamed,,,AF287809|AF287815,29,0.08,170,Oral Clone CY024|Oral Clone FV003|Oral Clone I035,,0,30,0,SEQF2657,N/A,,,,,
205,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,sp. oral taxon 205,Phylotype,,,To be submitted,1,0,459,Oral Clone FL002,,0,2,0,,N/A,,,,,
210,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichiaceae [G-1],sp. oral taxon 210,Dropped,,,AF287807,1,0,459,Oral Clone BB002,,0,0,0,,N/A,,,,,
212,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,sp. oral taxon 212,Phylotype,,,AY008309,15,0.04,228,Oral Clone Bu064,,0,15,0,SEQF2748,N/A,,,,,
213,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,hongkongensis,Named,,HKU24,EU919515|AF287811,12,0.03,255,Oral Clone DA065,,1,10,8,,N/A,,,,,
214,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,shahii,Named,,,AF366268,8,0.02,309,Oral Clone DE081,157691,1,81,1815,SEQF2501,N/A,,,,,
215,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,sp. oral taxon 215,Unnamed,,,AF385518,17,0.05,218,Oral Clone DR011,,0,222,4518,SEQF2444,N/A,,,,,
217,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,sp. oral taxon 217,Phylotype,,,AF366276,2,0.01,409,Oral Clone DT031,,0,2,0,,N/A,,,,,
218,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,sp. oral taxon 218,Phylotype,,,AF385571,4,0.01,365,Oral Clone EI013,,0,4,0,,N/A,,,,,
219,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,sp. oral taxon 219,Phylotype,,,AF385572,9,0.03,294,Oral Clone EI022,,0,9,0,,N/A,,,,,
220,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichiaceae [G-1],sp. oral taxon 220,Dropped,,,AF385542,47,0.13,133,Oral Clone FB074,,0,0,0,,N/A,,,,,
221,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,sp. oral taxon 221,Phylotype,,,AF432138,1,0,459,Oral Clone FP036,,0,1,0,,N/A,,,,,
222,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,wadei,Named,,,AF287816,50,0.14,127,Leptotrichia wadeii|Oral Strain TFI-A39FD,157687,1,521,6197,SEQF1618|SEQF2502,N/A,,,,,
223,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,sp. oral taxon 223,Phylotype,,,AF287814,2,0.01,409,Oral Clone F138,,0,2,0,,N/A,,,,,
224,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,hofstadii,Named,,,AF287813,17,0.05,218,Oral Strain TFI-FAC5,157688,1,137,7569,SEQF1601|SEQF2581,N/A,,,,,
225,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,sp. oral taxon 225,Unnamed,,,To be submitted,7,0.02,320,Oral Clone HE052|Oral Strain TFI-FEA2,,0,575,4634,SEQF2452,N/A,,,,,
226,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,sp. oral taxon 226,Phylotype,,,AF023062,1,0,459,Oral Clone G054,,0,1,0,,N/A,,,,,
227,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,sp. oral taxon 227,Phylotype,,,AF056339,2,0.01,409,Oral Clone BA223,,0,2,0,,N/A,,,,,
228,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,sp. oral taxon 228,Phylotype,,,AF023054,25,0.07,180,Treponema sp. I:D:T31,,0,25,0,,N/A,,,,,
230,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,sp. oral taxon 230,Phylotype,,,AF023053|AY005081,13,0.04,244,Oral Clone AF068|Treponema sp. I:F:D13,,0,13,0,,N/A,,,,,
231,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,sp. oral taxon 231,Phylotype,,,AF023055,21,0.06,192,Treponeme sp. 1:G:T21,,0,21,0,,N/A,,,,,
232,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,sp. oral taxon 232,Phylotype,,,AF023059,28,0.08,171,Treponema sp. I:J:T19,,0,28,0,,N/A,,,,,
234,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,sp. oral taxon 234,Phylotype,,,AF023056,10,0.03,280,Treponema sp. I:L:Y1,,0,10,0,,N/A,,,,,
235,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,sp. oral taxon 235,Phylotype,,,AF023063,3,0.01,387,Treponema sp. I:N:D47,,0,3,0,,N/A,,,,,
236,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,sp. oral taxon 236,Phylotype,,,AF056338,8,0.02,309,Treponema sp. I:O:AF016,,0,8,0,,N/A,,,,,
237,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,sp. oral taxon 237,Phylotype,,,AF061349|AF056337|AF061350,42,0.12,142,Treponema sp. I:8:G57|Treponema sp. I:S:AT39|Treponema sp. I:T:AT24,,0,42,0,,N/A,,,,,
238,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,sp. oral taxon 238,Phylotype,,,AF061347,9,0.03,294,Treponema sp. I:Q:AT20,,0,9,0,,N/A,,,,,
239,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,sp. oral taxon 239,Phylotype,,,AF061348|AY349416,11,0.03,267,Oral ClonesJU031|Treponema sp. I:R:AF026,,0,11,0,,N/A,,,,,
242,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,sp. oral taxon 242,Phylotype,,,AF182831,1,0,459,Treponema sp. I:V:AU076,,0,1,0,,N/A,,,,,
